ProductID,ProductName,Season,TotalSales
---------,-----------,------,----------
951,HL Crankset,Summer,$52,819.12
864,Classic Vest, S,Spring,$52,642.50
969,Touring-1000 Blue, 60,Spring,$518,445.58
966,Touring-1000 Blue, 46,Spring,$513,180.60
954,Touring-1000 Yellow, 46,Spring,$512,368.11
963,Touring-3000 Yellow, 54,Autumn,$51,964.50
962,Touring-3000 Yellow, 50,Winter,$51,816.03
980,Mountain-400-W Silver, 38,Winter,$51,248.03
711,Sport-100 Helmet, Blue,Spring,$50,832.77
835,ML Road Frame-W - Yellow, 44,Winter,$50,776.85
757,Road-450 Red, 48,Winter,$50,738.05
984,Mountain-500 Silver, 40,Summer,$50,284.11
996,HL Bottom Bracket,Winter,$5,977.31
877,Bike Wash - Dissolver,Spring,$5,955.22
810,HL Mountain Handlebars,Autumn,$5,910.72
739,HL Mountain Frame - Silver, 42,Winter,$5,889.15
882,Short-Sleeve Classic Jersey, M,Autumn,$5,884.91
919,LL Mountain Frame - Silver, 48,Summer,$5,861.91
932,ML Road Tire,Autumn,$5,847.66
871,Mountain Bottle Cage,Spring,$5,844.15
815,LL Mountain Front Wheel,Spring,$5,831.52
934,Touring Tire,Summer,$5,711.03
843,Cable Lock,Summer,$5,677.08
841,Men's Sports Shorts, S,Summer,$5,615.06
928,LL Mountain Tire,Winter,$5,547.78
807,HL Headset,Summer,$5,538.01
802,LL Fork,Spring,$5,513.78
906,ML Mountain Frame-W - Silver, 46,Autumn,$5,461.35
928,LL Mountain Tire,Autumn,$5,447.82
931,LL Road Tire,Autumn,$5,436.97
817,HL Mountain Front Wheel,Autumn,$5,403.87
928,LL Mountain Tire,Spring,$5,397.84
932,ML Road Tire,Winter,$5,397.84
931,LL Road Tire,Winter,$5,372.50
841,Men's Sports Shorts, S,Spring,$5,363.11
871,Mountain Bottle Cage,Winter,$5,344.65
910,HL Mountain Seat/Saddle,Spring,$5,306.11
939,ML Road Pedal,Autumn,$5,290.07
816,ML Mountain Front Wheel,Autumn,$5,267.43
931,LL Road Tire,Summer,$5,243.56
853,Women's Tights, M,Spring,$5,219.30
877,Bike Wash - Dissolver,Summer,$5,210.41
850,Men's Sports Shorts, L,Summer,$5,183.14
807,HL Headset,Spring,$5,163.82
928,LL Mountain Tire,Summer,$5,147.94
947,HL Touring Handlebars,Summer,$5,054.66
945,Front Derailleur,Winter,$5,050.25
805,LL Headset,Autumn,$492.48
957,Touring-1000 Yellow, 60,Spring,$491,769.75
982,Mountain-400-W Silver, 42,Autumn,$49,093.46
982,Mountain-400-W Silver, 42,Winter,$49,093.46
749,Road-150 Red, 62,Winter,$486,644.72
753,Road-150 Red, 56,Spring,$483,066.45
707,Sport-100 Helmet, Red,Spring,$48,962.91
988,Mountain-500 Silver, 52,Summer,$48,928.13
715,Long-Sleeve Logo Jersey, L,Autumn,$48,497.90
983,Mountain-400-W Silver, 46,Winter,$48,170.07
708,Sport-100 Helmet, Black,Spring,$48,154.52
794,Road-250 Black, 48,Winter,$475,598.08
980,Mountain-400-W Silver, 38,Summer,$47,708.38
987,Mountain-500 Silver, 48,Summer,$47,120.17
749,Road-150 Red, 62,Spring,$464,459.45
751,Road-150 Red, 48,Winter,$460,165.52
960,Touring-3000 Blue, 62,Spring,$46,651.13
864,Classic Vest, S,Summer,$46,264.34
730,LL Road Frame - Red, 62,Spring,$46,264.02
749,Road-150 Red, 62,Autumn,$456,587.25
753,Road-150 Red, 56,Autumn,$455,155.94
985,Mountain-500 Silver, 42,Summer,$45,764.19
987,Mountain-500 Silver, 48,Autumn,$45,651.19
988,Mountain-500 Silver, 52,Autumn,$45,199.20
915,ML Touring Seat/Saddle,Spring,$446.20
969,Touring-1000 Blue, 60,Summer,$441,678.77
905,ML Mountain Frame-W - Silver, 42,Summer,$44,783.07
831,ML Mountain Frame - Black, 44,Summer,$44,780.78
959,Touring-3000 Blue, 58,Summer,$44,687.61
983,Mountain-400-W Silver, 46,Summer,$44,670.74
708,Sport-100 Helmet, Black,Summer,$44,664.98
990,Mountain-500 Black, 42,Summer,$44,279.18
825,HL Mountain Rear Wheel,Spring,$44,062.22
976,Road-350-W Yellow, 48,Autumn,$436,400.72
969,Touring-1000 Blue, 60,Autumn,$430,159.66
711,Sport-100 Helmet, Blue,Summer,$43,925.94
982,Mountain-400-W Silver, 42,Summer,$43,707.03
729,LL Road Frame - Red, 60,Autumn,$43,427.81
707,Sport-100 Helmet, Red,Summer,$43,058.61
792,Road-250 Red, 58,Summer,$424,601.87
751,Road-150 Red, 48,Spring,$421,520.21
991,Mountain-500 Black, 44,Summer,$42,875.21
869,Women's Mountain Shorts, L,Spring,$42,777.25
822,ML Road Frame-W - Yellow, 38,Winter,$42,762.87
904,ML Mountain Frame-W - Silver, 40,Autumn,$42,667.42
741,HL Mountain Frame - Silver, 48,Spring,$42,572.40
978,Touring-3000 Blue, 44,Spring,$42,351.07
884,Short-Sleeve Classic Jersey, XL,Spring,$42,070.95
832,ML Mountain Frame - Black, 48,Autumn,$42,060.46
752,Road-150 Red, 52,Winter,$418,657.59
789,Road-250 Red, 44,Summer,$415,023.28
752,Road-150 Red, 52,Spring,$412,932.36
867,Women's Mountain Shorts, S,Spring,$41,847.73
867,Women's Mountain Shorts, S,Summer,$41,730.01
725,LL Road Frame - Red, 44,Autumn,$41,662.00
951,HL Crankset,Spring,$41,615.80
820,HL Road Front Wheel,Summer,$41,587.56
869,Women's Mountain Shorts, L,Summer,$41,501.05
739,HL Mountain Frame - Silver, 42,Autumn,$41,155.39
905,ML Mountain Frame-W - Silver, 42,Spring,$41,069.35
986,Mountain-500 Silver, 44,Summer,$41,018.27
974,Road-350-W Yellow, 42,Spring,$409,643.81
796,Road-250 Black, 58,Spring,$405,177.24
792,Road-250 Red, 58,Autumn,$404,898.00
966,Touring-1000 Blue, 46,Autumn,$403,261.39
792,Road-250 Red, 58,Spring,$401,075.90
976,Road-350-W Yellow, 48,Summer,$401,015.37
903,LL Touring Frame - Blue, 44,Spring,$400.10
964,Touring-3000 Yellow, 58,Spring,$40,472.92
885,HL Touring Frame - Yellow, 60,Autumn,$40,357.18
985,Mountain-500 Silver, 42,Autumn,$40,340.29
963,Touring-3000 Yellow, 54,Summer,$40,305.89
992,Mountain-500 Black, 48,Summer,$40,283.25
757,Road-450 Red, 48,Spring,$40,240.52
726,LL Road Frame - Red, 48,Summer,$40,237.70
871,Mountain Bottle Cage,Autumn,$4,975.02
882,Short-Sleeve Classic Jersey, M,Winter,$4,967.08
882,Short-Sleeve Classic Jersey, M,Summer,$4,967.08
994,LL Bottom Bracket,Spring,$4,956.28
872,Road Bottle Cage,Spring,$4,935.51
841,Men's Sports Shorts, S,Autumn,$4,908.43
938,LL Road Pedal,Autumn,$4,907.39
823,LL Mountain Rear Wheel,Spring,$4,896.17
744,HL Mountain Frame - Black, 44,Autumn,$4,858.56
932,ML Road Tire,Summer,$4,823.07
936,ML Mountain Pedal,Summer,$4,805.77
936,ML Mountain Pedal,Spring,$4,768.51
802,LL Fork,Autumn,$4,713.40
916,HL Touring Seat/Saddle,Summer,$4,706.02
907,Rear Brakes,Autumn,$4,664.70
850,Men's Sports Shorts, L,Spring,$4,643.23
903,LL Touring Frame - Blue, 44,Summer,$4,601.20
857,Men's Bib-Shorts, L,Winter,$4,589.49
937,HL Mountain Pedal,Winter,$4,567.84
815,LL Mountain Front Wheel,Autumn,$4,555.88
807,HL Headset,Autumn,$4,490.28
844,Minipump,Summer,$4,481.33
841,Men's Sports Shorts, S,Winter,$4,478.40
843,Cable Lock,Spring,$4,473.14
861,Full-Finger Gloves, S,Summer,$4,471.42
877,Bike Wash - Dissolver,Autumn,$4,455.25
853,Women's Tights, M,Autumn,$4,454.41
875,Racing Socks, L,Spring,$4,435.07
713,Long-Sleeve Logo Jersey, S,Autumn,$4,399.12
811,LL Road Handlebars,Summer,$4,394.88
935,LL Mountain Pedal,Summer,$4,372.92
947,HL Touring Handlebars,Spring,$4,340.42
909,ML Mountain Seat/Saddle,Summer,$4,330.93
713,Long-Sleeve Logo Jersey, S,Summer,$4,299.14
860,Half-Finger Gloves, L,Autumn,$4,273.70
916,HL Touring Seat/Saddle,Spring,$4,232.26
949,LL Crankset,Winter,$4,211.76
994,LL Bottom Bracket,Summer,$4,211.22
828,HL Road Rear Wheel,Spring,$4,170.46
909,ML Mountain Seat/Saddle,Spring,$4,165.31
921,Mountain Tire Tube,Spring,$4,136.71
935,LL Mountain Pedal,Spring,$4,105.69
850,Men's Sports Shorts, L,Autumn,$4,103.32
941,Touring Pedal,Summer,$4,081.90
875,Racing Socks, L,Summer,$4,069.36
871,Mountain Bottle Cage,Summer,$4,065.93
744,HL Mountain Frame - Black, 44,Spring,$4,048.80
775,Mountain-100 Black, 38,Winter,$394,198.83
790,Road-250 Red, 48,Summer,$393,507.38
973,Road-350-W Yellow, 40,Summer,$393,234.87
777,Mountain-100 Black, 44,Winter,$392,173.84
973,Road-350-W Yellow, 40,Autumn,$390,584.39
796,Road-250 Black, 58,Summer,$390,098.28
984,Mountain-500 Silver, 40,Autumn,$39,888.29
711,Sport-100 Helmet, Blue,Autumn,$39,676.29
726,LL Road Frame - Red, 48,Spring,$39,583.50
730,LL Road Frame - Red, 62,Autumn,$39,123.65
801,Road-550-W Yellow, 48,Spring,$388,072.91
727,LL Road Frame - Red, 52,Winter,$386.27
753,Road-150 Red, 56,Summer,$383,590.54
771,Mountain-100 Silver, 38,Winter,$382,158.88
884,Short-Sleeve Classic Jersey, XL,Summer,$38,955.94
959,Touring-3000 Blue, 58,Winter,$38,750.67
824,ML Mountain Rear Wheel,Summer,$38,717.12
708,Sport-100 Helmet, Black,Autumn,$38,651.11
722,LL Road Frame - Black, 58,Autumn,$38,579.16
738,LL Road Frame - Black, 52,Winter,$38,492.55
963,Touring-3000 Yellow, 54,Winter,$38,453.73
992,Mountain-500 Black, 48,Autumn,$38,447.29
825,HL Mountain Rear Wheel,Autumn,$38,284.16
957,Touring-1000 Yellow, 60,Autumn,$377,886.54
750,Road-150 Red, 44,Winter,$372,855.73
796,Road-250 Black, 58,Autumn,$372,383.99
757,Road-450 Red, 48,Autumn,$37,616.14
864,Classic Vest, S,Autumn,$37,007.58
750,Road-150 Red, 44,Autumn,$369,277.46
751,Road-150 Red, 48,Autumn,$369,277.46
777,Mountain-100 Black, 44,Autumn,$363,894.12
789,Road-250 Red, 44,Spring,$362,643.96
797,Road-550-W Yellow, 38,Spring,$362,167.58
749,Road-150 Red, 62,Summer,$361,405.27
776,Mountain-100 Black, 42,Winter,$360,448.93
990,Mountain-500 Black, 42,Autumn,$36,935.32
988,Mountain-500 Silver, 52,Spring,$36,882.55
741,HL Mountain Frame - Silver, 48,Autumn,$36,841.50
991,Mountain-500 Black, 44,Spring,$36,827.32
893,HL Touring Frame - Blue, 60,Autumn,$36,743.11
714,Long-Sleeve Logo Jersey, M,Summer,$36,626.98
707,Sport-100 Helmet, Red,Autumn,$36,530.63
990,Mountain-500 Black, 42,Spring,$36,287.33
820,HL Road Front Wheel,Spring,$36,042.55
954,Touring-1000 Yellow, 46,Autumn,$359,517.76
752,Road-150 Red, 52,Autumn,$359,258.31
772,Mountain-100 Silver, 42,Winter,$357,678.95
792,Road-250 Red, 58,Winter,$356,432.41
750,Road-150 Red, 44,Spring,$354,964.38
771,Mountain-100 Silver, 38,Summer,$353,598.96
789,Road-250 Red, 44,Winter,$351,842.40
966,Touring-1000 Blue, 46,Summer,$351,523.02
778,Mountain-100 Black, 48,Winter,$350,323.96
714,Long-Sleeve Logo Jersey, M,Spring,$35,854.54
986,Mountain-500 Silver, 44,Autumn,$35,368.37
831,ML Mountain Frame - Black, 44,Spring,$35,364.26
833,ML Road Frame-W - Yellow, 40,Summer,$35,105.78
967,Touring-1000 Blue, 50,Spring,$344,259.71
773,Mountain-100 Silver, 44,Winter,$344,078.99
795,Road-250 Black, 52,Winter,$343,884.06
710,Mountain Bike Socks, L,Winter,$34.20
960,Touring-3000 Blue, 62,Autumn,$34,890.45
836,ML Road Frame-W - Yellow, 48,Winter,$34,781.33
832,ML Mountain Frame - Black, 48,Winter,$34,185.73
978,Touring-3000 Blue, 44,Autumn,$34,148.10
796,Road-250 Black, 58,Winter,$338,718.12
798,Road-550-W Yellow, 40,Spring,$338,668.10
790,Road-250 Red, 48,Spring,$337,670.97
791,Road-250 Red, 52,Summer,$332,295.60
957,Touring-1000 Yellow, 60,Summer,$332,224.21
775,Mountain-100 Black, 38,Autumn,$331,600.87
969,Touring-1000 Blue, 60,Winter,$330,958.50
883,Short-Sleeve Classic Jersey, L,Spring,$33,828.97
730,LL Road Frame - Red, 62,Summer,$33,781.47
880,Hydration Pack - 70 oz.,Spring,$33,563.54
726,LL Road Frame - Red, 48,Autumn,$33,035.30
775,Mountain-100 Black, 38,Summer,$323,962.59
772,Mountain-100 Silver, 42,Autumn,$323,679.05
777,Mountain-100 Black, 44,Summer,$322,825.89
985,Mountain-500 Silver, 42,Spring,$32,995.42
715,Long-Sleeve Logo Jersey, L,Winter,$32,823.18
960,Touring-3000 Blue, 62,Winter,$32,811.87
880,Hydration Pack - 70 oz.,Summer,$32,783.06
984,Mountain-500 Silver, 40,Spring,$32,543.42
964,Touring-3000 Yellow, 58,Winter,$32,514.93
917,LL Mountain Frame - Silver, 42,Summer,$32,027.68
966,Touring-1000 Blue, 46,Winter,$318,988.57
789,Road-250 Red, 44,Autumn,$318,612.84
957,Touring-1000 Yellow, 60,Winter,$316,252.61
776,Mountain-100 Black, 42,Summer,$315,224.07
771,Mountain-100 Silver, 38,Autumn,$314,159.08
776,Mountain-100 Black, 42,Autumn,$313,269.27
778,Mountain-100 Black, 48,Autumn,$313,199.07
955,Touring-1000 Yellow, 50,Spring,$312,408.53
801,Road-550-W Yellow, 48,Summer,$311,704.37
790,Road-250 Red, 48,Autumn,$311,185.06
799,Road-550-W Yellow, 42,Spring,$311,080.04
891,HL Touring Frame - Blue, 50,Spring,$31,924.34
867,Women's Mountain Shorts, S,Autumn,$31,513.75
824,ML Mountain Rear Wheel,Spring,$31,184.94
741,HL Mountain Frame - Silver, 48,Summer,$31,110.60
741,HL Mountain Frame - Silver, 48,Winter,$31,110.60
989,Mountain-500 Black, 40,Spring,$31,103.42
797,Road-550-W Yellow, 38,Summer,$309,091.07
774,Mountain-100 Silver, 48,Winter,$308,719.09
790,Road-250 Red, 48,Winter,$306,396.09
976,Road-350-W Yellow, 48,Winter,$301,393.83
954,Touring-1000 Yellow, 46,Winter,$300,869.63
778,Mountain-100 Black, 48,Spring,$300,753.80
711,Sport-100 Helmet, Blue,Winter,$30,971.62
819,ML Road Front Wheel,Summer,$30,918.96
856,Men's Bib-Shorts, M,Summer,$30,839.69
869,Women's Mountain Shorts, L,Autumn,$30,373.79
988,Mountain-500 Silver, 52,Winter,$30,283.46
993,Mountain-500 Black, 52,Spring,$30,131.44
884,Short-Sleeve Classic Jersey, XL,Autumn,$30,068.78
917,LL Mountain Frame - Silver, 42,Spring,$30,043.19
872,Road Bottle Cage,Winter,$3,991.56
866,Classic Vest, L,Spring,$3,937.00
807,HL Headset,Winter,$3,891.58
844,Minipump,Spring,$3,851.95
921,Mountain Tire Tube,Autumn,$3,837.31
921,Mountain Tire Tube,Winter,$3,827.33
872,Road Bottle Cage,Autumn,$3,766.81
866,Classic Vest, L,Winter,$3,683.00
921,Mountain Tire Tube,Summer,$3,642.70
816,ML Mountain Front Wheel,Winter,$3,637.04
808,LL Mountain Handlebars,Autumn,$3,610.17
830,ML Mountain Frame - Black, 40,Spring,$3,557.35
843,Cable Lock,Autumn,$3,555.00
815,LL Mountain Front Wheel,Winter,$3,462.47
910,HL Mountain Seat/Saddle,Autumn,$3,442.66
916,HL Touring Seat/Saddle,Autumn,$3,379.49
952,Chain,Summer,$3,324.89
736,LL Road Frame - Black, 44,Winter,$3,278.74
936,ML Mountain Pedal,Autumn,$3,278.35
808,LL Mountain Handlebars,Winter,$3,226.31
861,Full-Finger Gloves, S,Spring,$3,193.06
875,Racing Socks, L,Autumn,$3,180.73
860,Half-Finger Gloves, L,Winter,$3,178.05
907,Rear Brakes,Spring,$3,131.10
844,Minipump,Autumn,$3,082.46
994,LL Bottom Bracket,Autumn,$3,077.43
817,HL Mountain Front Wheel,Winter,$3,062.19
866,Classic Vest, L,Autumn,$3,048.00
940,HL Road Pedal,Winter,$3,012.83
927,LL Mountain Frame - Black, 52,Spring,$299.75
773,Mountain-100 Silver, 44,Autumn,$299,949.84
